method,chunk_number,chunk_text,is_complete,total_chunks
naive,167,"or.          .. versionchanged:: 0.9             Added the ``exc`` argument.         """"""         col",yes,187
naive,168,errors:                         self.ensure_sync(func)(exc)          with collect_errors:           ,no,187
naive,169,"None:         """"""Called right before the application context is popped. Called by         :meth:`.Ap",yes,187
naive,170, Passed to each teardown function.          .. versionchanged:: 3.2             All callbacks are ca,yes,187
naive,171,"sure_sync(func)(exc)          with collect_errors:             appcontext_tearing_down.send(self, _a",no,187
naive,172,":data:`.g` become available.          A context is automatically pushed when handling each request, ",yes,187
naive,173,t():                 init_db()          See :doc:`/appcontext`.          .. versionadded:: 0.9      ,yes,187
naive,174,"lly pushed when         handling each request. When the context is pushed, :data:`.request`,        ",yes,187
naive,175,GI environ and request context instead.          See :doc:`/appcontext`.          :param environ: A ,yes,187
naive,176,"    the given arguments. When the context is pushed, :data:`.request`,         :data:`.session`, :da",yes,187
naive,177,ock:: python              with app.test_request_context(...):                 generate_report()     ,yes,187
naive,178,ask-specific behavior is listed here.          :param path: URL path being requested.         :param,yes,187
naive,179,ram subdomain: Subdomain name to prepend to :data:`SERVER_NAME`.         :param url_scheme: Scheme t,yes,187
naive,180,nt_type`` to             ``application/json``.         :param args: Other positional arguments passe,yes,187
naive,181,"ilder(self, *args, **kwargs)          try:             environ = builder.get_environ()         final",yes,187
naive,182,implemented in         :meth:`__call__` so that middlewares can be applied without         losing a ,yes,187
naive,183,ject around and         can continue to call methods on it.          .. versionchanged:: 0.7        ,yes,187
naive,184,"         :param start_response: A callable accepting a status code,             a list of headers, a",yes,187
naive,185, self.full_dispatch_request(ctx)             except Exception as e:                 error = e       ,yes,187
naive,186,"xt"" in environ:                 environ[""werkzeug.debug.preserve_context""](ctx)              if (   ",no,187
naive,187,"ron: WSGIEnvironment, start_response: StartResponse     ) -> cabc.Iterable[bytes]:         """"""The WS",yes,187
ast,1,from __future__ import annotations  import collections.abc as cabc import inspect import os import s,yes,5
ast,2,def _make_timedelta(value: timedelta | int | None) -> timedelta | None:     if value is None or isin,yes,5
ast,3,"def remove_ctx(f: F) -> F:     def wrapper(self: Flask, *args: t.Any, **kwargs: t.Any) -> t.Any:    ",yes,5
ast,4,"def add_ctx(f: F) -> F:     def wrapper(self: Flask, *args: t.Any, **kwargs: t.Any) -> t.Any:       ",yes,5
ast,5,"class Flask(App):     """"""The flask object implements a WSGI application and acts as the central     ",yes,5
naive,1,from __future__ import annotations  import os import typing as t from datetime import timedelta  fro,yes,13
naive,2,o.scaffold import _sentinel  if t.TYPE_CHECKING:  # pragma: no cover     from .wrappers import Respo,no,13
naive,3," | os.PathLike[str] | None = None,         url_prefix: str | None = None,         subdomain: str | N",yes,13
naive,4,"         static_folder,             static_url_path,             template_folder,             url_pr",yes,13
naive,5,command         #: once the application has been discovered and blueprints have         #: been regi,no,13
naive,6,"e) -> int | None:         """"""Used by :func:`send_file` to determine the ``max_age`` cache         va",yes,13
naive,7,"onal requests         instead of a timed cache, which is usually preferable.          Note this is a",yes,13
naive,8,"_MAX_AGE_DEFAULT""]          if value is None:             return None          if isinstance(value, ",yes,13
naive,9,der`. A route is automatically registered for         this view at :attr:`static_url_path` if :attr:,yes,13
naive,10,"e set to serve static_files."")          # send_file only knows to call get_send_file_max_age on the ",yes,13
naive,11,"urce(         self, resource: str, mode: str = ""rb"", encoding: str | None = ""utf-8""     ) -> t.IO[t.",yes,13
naive,12,"`root_path`.         :param mode: Open the file in this mode. Only reading is supported,            ",yes,13
naive,13," ``encoding`` parameter.         """"""         if mode not in {""r"", ""rt"", ""rb""}:             raise Val",yes,13
ast,1,from __future__ import annotations  import os import typing as t from datetime import timedelta  fro,yes,2
ast,2,"class Blueprint(SansioBlueprint):     def __init__(         self,         name: str,         import_",yes,2
naive,1,from __future__ import annotations  import ast import collections.abc as cabc import importlib.metad,yes,106
naive,2,ce from werkzeug import run_simple from werkzeug.serving import is_running_from_reloader from werkze,yes,106
naive,3,WSGIApplication     from _typeshed.wsgi import WSGIEnvironment      from .app import Flask   class N,no,106
naive,4,"es an exception.     """"""     from . import Flask      # Search for the most common names first.     ",yes,106
naive,5,"__.values() if isinstance(v, Flask)]      if len(matches) == 1:         return matches[0]     elif l",yes,106
naive,6,"actory functions.     for attr_name in (""create_app"", ""make_app""):         app_factory = getattr(mod",yes,106
naive,7,ot _called_with_wrong_args(app_factory):                     raise                  raise NoAppExcep,yes,106
naive,8,"ify arguments.""                 ) from e      raise NoAppException(         ""Failed to find Flask ap",no,106
naive,9,ror`` because     the call failed or because something in the factory raised the     error.      :pa,yes,106
naive,10,d successfully.                 return False              tb = tb.tb_next          # Didn't reach th,yes,106
naive,11," """"""Check if the given string is a variable name or a function. Call     a function to get the app i",yes,106
naive,12,").body     except SyntaxError:         raise NoAppException(             f""Failed to parse {app_name",yes,106
naive,13,"ame only.         if not isinstance(expr.func, ast.Name):             raise NoAppException(         ",yes,106
naive,14,gs]             kwargs = {                 kw.arg: ast.literal_eval(kw.value)                 for kw,yes,106
naive,15,"ception(                 f""Failed to parse arguments as literal values: {app_name!r}.""             )",yes,106
naive,16,"n(             f""Failed to find attribute {name!r} in {module.__name__!r}.""         ) from e      # ",yes,106
naive,17,"rong_args(attr):                 raise              raise NoAppException(                 f""The fact",yes,106
naive,18,"oAppException(         ""A valid Flask application was not obtained from""         f"" '{module.__name_",yes,106
naive,19,"ath)      fname, ext = os.path.splitext(path)     if ext == "".py"":         path = fname      if os.p",yes,106
naive,20,"      if not os.path.exists(os.path.join(path, ""__init__.py"")):             break      if sys.path[0",yes,106
naive,21," module_name: str, app_name: str | None, raise_if_not_found: t.Literal[False] = ... ) -> Flask | Non",no,106
naive,22,ted module.         # Determine this by checking whether the trace has a depth > 1.         if sys.e,yes,106
naive,23,"ise_if_not_found:             raise NoAppException(f""Could not import {module_name!r}."") from None  ",yes,106
naive,24,"k.Parameter, value: t.Any) -> None:     if not value or ctx.resilient_parsing:         return      f",yes,106
naive,25,""",         color=ctx.color,     )     ctx.exit()   version_option = click.Option(     [""--version""],",yes,106
naive,26,th as it's used internally in the dispatching     to click.  In future versions of Flask this object,yes,106
naive,27,"efaults`` parameter and attribute.     """"""      def __init__(         self,         app_import_path:",no,106
